"rfid","sex","coatcolor"
"Casper-2","NA","NA"
"2622-larva-81","NA","NA"
"Casper-1","NA","NA"
"2622-Adult fin clip-5a","NA","NA"
"2622-Adult fin clip-1","NA","NA"
"2622-larva-80","NA","NA"
"2622-larva-84","NA","NA"
"2622-larva-86","NA","NA"
"2622-larva-82c","NA","NA"
"2622-Adult fin clip-5","NA","NA"
"2622-Adult fin clip-3","NA","NA"
"2622-larva-80e","NA","NA"
"2622-Adult fin clip-6","NA","NA"
"2622-larva-3","NA","NA"
"2622-larva-82g","NA","NA"
"2622-larva-80c","NA","NA"
"2622-Adult fin clip-5e","NA","NA"
"2622-Adult fin clip-5d","NA","NA"
"2622-larva-82","NA","NA"
"2622-larva-82a","NA","NA"
"2622-larva-80h","NA","NA"
"2622-Adult fin clip-7","NA","NA"
"2622-Adult fin clip-4","NA","NA"
"2622-larva-80b","NA","NA"
"2622-Adult fin clip-5b","NA","NA"
"2622-Adult fin clip-5g","NA","NA"
"2622-larva-82e","NA","NA"
"2622-larva-85","NA","NA"
"2622-larva-80g","NA","NA"
"2622-larva-82f","NA","NA"
"2622-Adult fin clip-2","NA","NA"
"2622-larva-80f","NA","NA"
"2622-larva-27","NA","NA"
"2622-larva-82b","NA","NA"
"2622-Adult fin clip-5f","NA","NA"
"2622-larva-35","NA","NA"
"2622-larva-80d","NA","NA"
"2622-larva-82d","NA","NA"
"2622-Adult fin clip-8","NA","NA"
"2622-Adult fin clip-5c","NA","NA"
"2622-larva-82h","NA","NA"
"2622-Adult fin clip-5h","NA","NA"
"2622-larva-80a","NA","NA"
"20191209-Plate1-5F","NA","NA"
"20191209-Plate1-5G","NA","NA"
"20191209-Plate1-5H","NA","NA"
"20191209-Plate1-6A","NA","NA"
"20191209-Plate1-6B","NA","NA"
"20191209-Plate1-6C","NA","NA"
"20191209-Plate1-6D","NA","NA"
"20191209-Plate1-6E","NA","NA"
"20191209-Plate1-6F","NA","NA"
"20191209-Plate1-6G","NA","NA"
"20191209-Plate1-6H","NA","NA"
"20191209-Plate1-7A","NA","NA"
"20191209-Plate1-7B","NA","NA"
"20191209-Plate1-7C","NA","NA"
"20191209-Plate1-7D","NA","NA"
"20191209-Plate1-7E","NA","NA"
"20191209-Plate1-7F","NA","NA"
"20191209-Plate1-7G","NA","NA"
"20191209-Plate1-7H","NA","NA"
"20191209-Plate1-8A","NA","NA"
"20191209-Plate1-8B","NA","NA"
"20191209-Plate1-8C","NA","NA"
"20191209-Plate1-8D","NA","NA"
"20191209-Plate1-8E","NA","NA"
"20191209-Plate1-8F","NA","NA"
"20191209-Plate1-8G","NA","NA"
"20191209-Plate1-8H","NA","NA"
"20191209-Plate1-9A","NA","NA"
"20191209-Plate1-9B","NA","NA"
"20191209-Plate1-9C","NA","NA"
"20191209-Plate1-9D","NA","NA"
"20191209-Plate1-9E","NA","NA"
"20191209-Plate1-9F","NA","NA"
"20191209-Plate1-9G","NA","NA"
"20191209-Plate1-9H","NA","NA"
"20191209-Plate1-10A","NA","NA"
"20191209-Plate1-10B","NA","NA"
"20191209-Plate1-10C","NA","NA"
"20191209-Plate1-10D","NA","NA"
"20191209-Plate1-10E","NA","NA"
"20191209-Plate1-10F","NA","NA"
"20191209-Plate1-10G","NA","NA"
"20191209-Plate1-10H","NA","NA"
"20191209-Plate1-11A","NA","NA"
"20191209-Plate1-11B","NA","NA"
"20191209-Plate1-11C","NA","NA"
"20191209-Plate1-11D","NA","NA"
"20191209-Plate1-11E","NA","NA"
"20191209-Plate1-11F","NA","NA"
"20191209-Plate1-11G","NA","NA"
"20191209-Plate1-11H","NA","NA"
"20191209-Plate1-12A","NA","NA"
"20191209-Plate1-12B","NA","NA"
"20191209-Plate1-12C","NA","NA"
"20191209-Plate1-12D","NA","NA"
"20191209-Plate1-12E","NA","NA"
"20191209-Plate1-12F","NA","NA"
"20191209-Plate1-12G","NA","NA"
"20191209-Plate1-12H","NA","NA"
"20191209-Plate2-1A","NA","NA"
"20191209-Plate2-1B","NA","NA"
"20191209-Plate2-1C","NA","NA"
"20191209-Plate2-1D","NA","NA"
"20191209-Plate2-1E","NA","NA"
"20191209-Plate2-1F","NA","NA"
"20191209-Plate2-1G","NA","NA"
"20191209-Plate2-1H","NA","NA"
"20191209-Plate2-2A","NA","NA"
"20191209-Plate2-2B","NA","NA"
"20191209-Plate2-2C","NA","NA"
"20191209-Plate2-2D","NA","NA"
"20191209-Plate2-2E","NA","NA"
"20191209-Plate2-2F","NA","NA"
"20191209-Plate2-2G","NA","NA"
"20191209-Plate2-2H","NA","NA"
"20191209-Plate2-3A","NA","NA"
"20191209-Plate2-3B","NA","NA"
"20191209-Plate2-3C","NA","NA"
"20191209-Plate2-3D","NA","NA"
"20191209-Plate2-3E","NA","NA"
"20191209-Plate2-3F","NA","NA"
"20191209-Plate2-3G","NA","NA"
"20191209-Plate2-3H","NA","NA"
"20191209-Plate2-4A","NA","NA"
"20191209-Plate2-4B","NA","NA"
"20191209-Plate2-4C","NA","NA"
"20191209-Plate2-4D","NA","NA"
"20191209-Plate2-4E","NA","NA"
"20191209-Plate2-4F","NA","NA"
"20191209-Plate2-4G","NA","NA"
"20191209-Plate2-4H","NA","NA"
"20191209-Plate2-5A","NA","NA"
"20191209-Plate2-5B","NA","NA"
"20191209-Plate2-5C","NA","NA"
"20191209-Plate2-5D","NA","NA"
"20191209-Plate2-5E","NA","NA"
"20191209-Plate2-5F","NA","NA"
"20191209-Plate2-5G","NA","NA"
"20191209-Plate2-5H","NA","NA"
"20191209-Plate2-6A","NA","NA"
"20191209-Plate2-6B","NA","NA"
"20191209-Plate2-6C","NA","NA"
"20191209-Plate2-6D","NA","NA"
"20191209-Plate2-6E","NA","NA"
"20191209-Plate2-6F","NA","NA"
"20191209-Plate2-6G","NA","NA"
"20191209-Plate2-6H","NA","NA"
"20191209-Plate2-7A","NA","NA"
"20191209-Plate2-7B","NA","NA"
"20191209-Plate2-7C","NA","NA"
"20191209-Plate2-7D","NA","NA"
"20191209-Plate2-7E","NA","NA"
"20191209-Plate2-7F","NA","NA"
"20191209-Plate2-7G","NA","NA"
"20191209-Plate2-7H","NA","NA"
"20191209-Plate2-8A","NA","NA"
"20191209-Plate2-8B","NA","NA"
"20191209-Plate2-8C","NA","NA"
"20191209-Plate2-8D","NA","NA"
"20191209-Plate2-8E","NA","NA"
"20191209-Plate2-8F","NA","NA"
"20191209-Plate2-8G","NA","NA"
"20191209-Plate2-8H","NA","NA"
"20191209-Plate2-9A","NA","NA"
"20191209-Plate2-9B","NA","NA"
"20191209-Plate2-9C","NA","NA"
"20191209-Plate2-9D","NA","NA"
"20191209-Plate2-9E","NA","NA"
"20191209-Plate2-9F","NA","NA"
"20191209-Plate2-9G","NA","NA"
"20191209-Plate2-9H","NA","NA"
"20191209-Plate2-10A","NA","NA"
"20191209-Plate2-10B","NA","NA"
"20191209-Plate2-10C","NA","NA"
"20191209-Plate2-10D","NA","NA"
"20191209-Plate2-10E","NA","NA"
"20191209-Plate2-10F","NA","NA"
"20191209-Plate2-10G","NA","NA"
"20191209-Plate2-10H","NA","NA"
"20191209-Plate2-11A","NA","NA"
"20191209-Plate2-11B","NA","NA"
"20191209-Plate2-11C","NA","NA"
"20191209-Plate2-11D","NA","NA"
"20191209-Plate2-11E","NA","NA"
"20191209-Plate2-11F","NA","NA"
"20191209-Plate2-11G","NA","NA"
"20191209-Plate2-11H","NA","NA"
"20191209-Plate2-12A","NA","NA"
"20191209-Plate2-12B","NA","NA"
"20191209-Plate2-12C","NA","NA"
"20191209-Plate2-12D","NA","NA"
"20191217-Plate1-1A","NA","NA"
"20191217-Plate1-1B","NA","NA"
"20191217-Plate1-1C","NA","NA"
"20191217-Plate1-1D","NA","NA"
"20191217-Plate1-1E","NA","NA"
"20191217-Plate1-1F","NA","NA"
"20191217-Plate1-1G","NA","NA"
"20191217-Plate1-1H","NA","NA"
"20191217-Plate1-2A","NA","NA"
"20191217-Plate1-2B","NA","NA"
"20191217-Plate1-2C","NA","NA"
"20191217-Plate1-2D","NA","NA"
"20191217-Plate1-2E","NA","NA"
"20191217-Plate1-2F","NA","NA"
"20191217-Plate1-2G","NA","NA"
"20191217-Plate1-2H","NA","NA"
"20191217-Plate1-3A","NA","NA"
"20191217-Plate1-3B","NA","NA"
"20191217-Plate1-3C","NA","NA"
"20191217-Plate1-3D","NA","NA"
"20191217-Plate1-3E","NA","NA"
"20191217-Plate1-3F","NA","NA"
"20191217-Plate1-3G","NA","NA"
"20191217-Plate1-3H","NA","NA"
"20191217-Plate1-4A","NA","NA"
"20191217-Plate1-4B","NA","NA"
"20191217-Plate1-4C","NA","NA"
"20191217-Plate1-4D","NA","NA"
"20191217-Plate1-4E","NA","NA"
"20191217-Plate1-4F","NA","NA"
"20191217-Plate1-4G","NA","NA"
"20191217-Plate1-4H","NA","NA"
"20191217-Plate1-5A","NA","NA"
"20191217-Plate1-5B","NA","NA"
"20191217-Plate1-5C","NA","NA"
"20191217-Plate1-5D","NA","NA"
"20191217-Plate1-5E","NA","NA"
"20191217-Plate1-5F","NA","NA"
"20191217-Plate1-5G","NA","NA"
"20191217-Plate1-5H","NA","NA"
"20191217-Plate1-6A","NA","NA"
"20191217-Plate1-6B","NA","NA"
"20191217-Plate1-6C","NA","NA"
"20191217-Plate1-6D","NA","NA"
"20191217-Plate1-6E","NA","NA"
"20191217-Plate1-6F","NA","NA"
"20191217-Plate1-6G","NA","NA"
"20191217-Plate1-6H","NA","NA"
"20191217-Plate1-7A","NA","NA"
"20191217-Plate1-7B","NA","NA"
"20191217-Plate1-7C","NA","NA"
"20191217-Plate1-7D","NA","NA"
"20191217-Plate1-7E","NA","NA"
"20191217-Plate1-7F","NA","NA"
"20191217-Plate1-7G","NA","NA"
"20191217-Plate1-7H","NA","NA"
"20191217-Plate1-8A","NA","NA"
"20191217-Plate1-8B","NA","NA"
"20191217-Plate1-8C","NA","NA"
"20191217-Plate1-8D","NA","NA"
"20191217-Plate1-8E","NA","NA"
"20191217-Plate1-8F","NA","NA"
"20191217-Plate1-8G","NA","NA"
"20191217-Plate1-8H","NA","NA"
"20191217-Plate1-9A","NA","NA"
"20191217-Plate1-9B","NA","NA"
"20191217-Plate1-9C","NA","NA"
"20191217-Plate1-9D","NA","NA"
"20191217-Plate1-9E","NA","NA"
"20191217-Plate1-9F","NA","NA"
"20191217-Plate1-9G","NA","NA"
"20191217-Plate1-9H","NA","NA"
"20191217-Plate1-10A","NA","NA"
"20191217-Plate1-10B","NA","NA"
"20191217-Plate1-10C","NA","NA"
"20191217-Plate1-10D","NA","NA"
"20191217-Plate1-10E","NA","NA"
"20191217-Plate1-10F","NA","NA"
"20191217-Plate1-10G","NA","NA"
"20191217-Plate1-10H","NA","NA"
"20191217-Plate1-11A","NA","NA"
"20191217-Plate1-11B","NA","NA"
"20191217-Plate1-11C","NA","NA"
"20191217-Plate1-11D","NA","NA"
"20191217-Plate1-11E","NA","NA"
"20191217-Plate1-11F","NA","NA"
"20191217-Plate1-11G","NA","NA"
"20191217-Plate1-11H","NA","NA"
"20191217-Plate1-12A","NA","NA"
"20191217-Plate1-12B","NA","NA"
"20191217-Plate1-12C","NA","NA"
"20191217-Plate1-12D","NA","NA"
"20191217-Plate1-12E","NA","NA"
"20191217-Plate1-12F","NA","NA"
"20191217-Plate1-12G","NA","NA"
"20191217-Plate1-12H","NA","NA"
"20191217-Plate2-1A","NA","NA"
"20191217-Plate2-1B","NA","NA"
"20191217-Plate2-1C","NA","NA"
"20191217-Plate2-1D","NA","NA"
"20191217-Plate2-1E","NA","NA"
"20191217-Plate2-1F","NA","NA"
"20191217-Plate2-1G","NA","NA"
"20191217-Plate2-1H","NA","NA"
"20191217-Plate2-2A","NA","NA"
"20191217-Plate2-2B","NA","NA"
"20191217-Plate2-2C","NA","NA"
"20191217-Plate2-2D","NA","NA"
"20191217-Plate2-2E","NA","NA"
"20191217-Plate2-2F","NA","NA"
"20191217-Plate2-2G","NA","NA"
"20191217-Plate2-2H","NA","NA"
"20191217-Plate2-3A","NA","NA"
"20191217-Plate2-3B","NA","NA"
"20191217-Plate2-3C","NA","NA"
"20191217-Plate2-3D","NA","NA"
"20191217-Plate2-3E","NA","NA"
"20191217-Plate2-3F","NA","NA"
"20191217-Plate2-3G","NA","NA"
"20191217-Plate2-3H","NA","NA"
"20191217-Plate2-4A","NA","NA"
"20191217-Plate2-4B","NA","NA"
"20191217-Plate2-4C","NA","NA"
"20191217-Plate2-4D","NA","NA"
"20191217-Plate2-4E","NA","NA"
"20191217-Plate2-4F","NA","NA"
"20191217-Plate2-4G","NA","NA"
"20191217-Plate2-4H","NA","NA"
"20191217-Plate2-5A","NA","NA"
"20191217-Plate2-5B","NA","NA"
"20191217-Plate2-5C","NA","NA"
"20191217-Plate2-5D","NA","NA"
"20191217-Plate2-5E","NA","NA"
"20191217-Plate2-5F","NA","NA"
"20191217-Plate2-5G","NA","NA"
"20191217-Plate2-5H","NA","NA"
"20191217-Plate2-6A","NA","NA"
"20191217-Plate2-6B","NA","NA"
"20191217-Plate2-6C","NA","NA"
"20191217-Plate2-6D","NA","NA"
"20191217-Plate2-6E","NA","NA"
"20191217-Plate2-6F","NA","NA"
"20191217-Plate2-6G","NA","NA"
"20191217-Plate2-6H","NA","NA"
"20191217-Plate2-7A","NA","NA"
"20191217-Plate2-7B","NA","NA"
"20191217-Plate2-7C","NA","NA"
"20191217-Plate2-7D","NA","NA"
"20191217-Plate2-7E","NA","NA"
"20191217-Plate2-7F","NA","NA"
"20191217-Plate2-7G","NA","NA"
"20191217-Plate2-7H","NA","NA"
"20191217-Plate2-8A","NA","NA"
"20191217-Plate2-8B","NA","NA"
"20191217-Plate2-8C","NA","NA"
"20191217-Plate2-8D","NA","NA"
"20191217-Plate2-8E","NA","NA"
"20191217-Plate2-8F","NA","NA"
"20191217-Plate2-8G","NA","NA"
"20191217-Plate2-8H","NA","NA"
"20191217-Plate2-9A","NA","NA"
"20191217-Plate2-9B","NA","NA"
"20191217-Plate2-9C","NA","NA"
"20191217-Plate2-9D","NA","NA"
"20191217-Plate2-9E","NA","NA"
"20191217-Plate2-9F","NA","NA"
"20191217-Plate2-9G","NA","NA"
"20191217-Plate2-9H","NA","NA"
"20191217-Plate2-10A","NA","NA"
"20191217-Plate2-10B","NA","NA"
"20191217-Plate2-10C","NA","NA"
"20191217-Plate2-10D","NA","NA"
"20191217-Plate2-10E","NA","NA"
"20191217-Plate2-10F","NA","NA"
"20191217-Plate2-10G","NA","NA"
"20191217-Plate2-10H","NA","NA"
"20191217-Plate2-11A","NA","NA"
"20191217-Plate2-11B","NA","NA"
"20191217-Plate2-11C","NA","NA"
"20191217-Plate2-11D","NA","NA"
"20191217-Plate2-11E","NA","NA"
"20191217-Plate2-11F","NA","NA"
"20191217-Plate2-11G","NA","NA"
"20191217-Plate2-11H","NA","NA"
"20191217-Plate2-12A","NA","NA"
"20191217-Plate2-12B","NA","NA"
"20191217-Plate2-12C","NA","NA"
"20191217-Plate2-12D","NA","NA"
"20200114-Plate1-1A","NA","NA"
"20200114-Plate1-1B","NA","NA"
"20200114-Plate1-1C","NA","NA"
"20200114-Plate1-1D","NA","NA"
"20200114-Plate1-1E","NA","NA"
"20200114-Plate1-1F","NA","NA"
"20200114-Plate1-1G","NA","NA"
"20200114-Plate1-1H","NA","NA"
"20200114-Plate1-2A","NA","NA"
"20200114-Plate1-2B","NA","NA"
"20200114-Plate1-2C","NA","NA"
"20200114-Plate1-2D","NA","NA"
"20200114-Plate1-2E","NA","NA"
"20200114-Plate1-2F","NA","NA"
"20200114-Plate1-2G","NA","NA"
"20200114-Plate1-2H","NA","NA"
"20200114-Plate1-3A","NA","NA"
"20200114-Plate1-3B","NA","NA"
"20200114-Plate1-3C","NA","NA"
"20200114-Plate1-3D","NA","NA"
"20200114-Plate1-3E","NA","NA"
"20200114-Plate1-3F","NA","NA"
"20200114-Plate1-3G","NA","NA"
"20200114-Plate1-3H","NA","NA"
"20200114-Plate1-4A","NA","NA"
"20200114-Plate1-4B","NA","NA"
"20200114-Plate1-4C","NA","NA"
"20200114-Plate1-4D","NA","NA"
"20200114-Plate1-4E","NA","NA"
"20200114-Plate1-4F","NA","NA"
"20200114-Plate1-4G","NA","NA"
"20200114-Plate1-4H","NA","NA"
"20200114-Plate1-5A","NA","NA"
"20200114-Plate1-5B","NA","NA"
"20200114-Plate1-5C","NA","NA"
"20200114-Plate1-5D","NA","NA"
"20200114-Plate1-5E","NA","NA"
"20200114-Plate1-5F","NA","NA"
"20200114-Plate1-5G","NA","NA"
"20200114-Plate1-5H","NA","NA"
"20200114-Plate1-6A","NA","NA"
"20200114-Plate1-6B","NA","NA"
"20200114-Plate1-6C","NA","NA"
"20200114-Plate1-6D","NA","NA"
"20200114-Plate1-6E","NA","NA"
"20200114-Plate1-6F","NA","NA"
"20200114-Plate1-6G","NA","NA"
"20200114-Plate1-6H","NA","NA"
"20200114-Plate1-7A","NA","NA"
"20200114-Plate1-7B","NA","NA"
"20200114-Plate1-7C","NA","NA"
"20200114-Plate1-7D","NA","NA"
"20200114-Plate1-7E","NA","NA"
"20200114-Plate1-7F","NA","NA"
"20200114-Plate1-7G","NA","NA"
"20200114-Plate1-7H","NA","NA"
"20200114-Plate1-8A","NA","NA"
"20200114-Plate1-8B","NA","NA"
"20200114-Plate1-8C","NA","NA"
"20200114-Plate1-8D","NA","NA"
"20200114-Plate1-8E","NA","NA"
"20200114-Plate1-8F","NA","NA"
"20200114-Plate1-8G","NA","NA"
"20200114-Plate1-8H","NA","NA"
"20200114-Plate1-9A","NA","NA"
"20200114-Plate1-9B","NA","NA"
"20200114-Plate1-9C","NA","NA"
"20200114-Plate1-9D","NA","NA"
"20200114-Plate1-9E","NA","NA"
"20200114-Plate1-9F","NA","NA"
"20200114-Plate1-9G","NA","NA"
"20200114-Plate1-9H","NA","NA"
"20200114-Plate1-10A","NA","NA"
"20200114-Plate1-10B","NA","NA"
"20200114-Plate1-10C","NA","NA"
"20200114-Plate1-10D","NA","NA"
"20200114-Plate1-10E","NA","NA"
"20200114-Plate1-10F","NA","NA"
"20200114-Plate1-10G","NA","NA"
"20200114-Plate1-10H","NA","NA"
"20200114-Plate1-11A","NA","NA"
"20200114-Plate1-11B","NA","NA"
"20200114-Plate1-11C","NA","NA"
"20200114-Plate1-11D","NA","NA"
"20200114-Plate1-11E","NA","NA"
"20200114-Plate1-11F","NA","NA"
"20200114-Plate1-11G","NA","NA"
"20200114-Plate1-11H","NA","NA"
"20200114-Plate1-12A","NA","NA"
"20200114-Plate1-12B","NA","NA"
"20200114-Plate1-12C","NA","NA"
"20200114-Plate1-12D","NA","NA"
"20200114-Plate1-12E","NA","NA"
"20200114-Plate1-12F","NA","NA"
"20200114-Plate2-1C","NA","NA"
"20200114-Plate2-1D","NA","NA"
"20200114-Plate2-1E","NA","NA"
"20200114-Plate2-1F","NA","NA"
"20200114-Plate2-1G","NA","NA"
"20200114-Plate2-1H","NA","NA"
"20200114-Plate2-2A","NA","NA"
"20200114-Plate2-2B","NA","NA"
"20200114-Plate2-2C","NA","NA"
"20200114-Plate2-2D","NA","NA"
"20200114-Plate2-2E","NA","NA"
"20200114-Plate2-2F","NA","NA"
"20200114-Plate2-2G","NA","NA"
"20200114-Plate2-2H","NA","NA"
"20200114-Plate2-3A","NA","NA"
"20200114-Plate2-3B","NA","NA"
"20200114-Plate2-3C","NA","NA"
"20200114-Plate2-3D","NA","NA"
"20200114-Plate2-3E","NA","NA"
"20200114-Plate2-3F","NA","NA"
"20200114-Plate2-3G","NA","NA"
"20200114-Plate2-3H","NA","NA"
"20200114-Plate2-4A","NA","NA"
"20200114-Plate2-4B","NA","NA"
"20200114-Plate2-4C","NA","NA"
"20200114-Plate2-4D","NA","NA"
"20200114-Plate2-4E","NA","NA"
"20200114-Plate2-4F","NA","NA"
"20200114-Plate2-4G","NA","NA"
"20200114-Plate2-4H","NA","NA"
"20200114-Plate2-5A","NA","NA"
"20200114-Plate2-5B","NA","NA"
"20200114-Plate2-5C","NA","NA"
"20200114-Plate2-5D","NA","NA"
"20200114-Plate2-5E","NA","NA"
"20200114-Plate2-5F","NA","NA"
"20200114-Plate2-5G","NA","NA"
"20200114-Plate2-5H","NA","NA"
"20200114-Plate2-6A","NA","NA"
"20200114-Plate2-6B","NA","NA"
"20200114-Plate2-6C","NA","NA"
"20200114-Plate2-6D","NA","NA"
"20200114-Plate2-6E","NA","NA"
"20200114-Plate2-6F","NA","NA"
"20200114-Plate2-6G","NA","NA"
"20200114-Plate2-6H","NA","NA"
"20200114-Plate2-7A","NA","NA"
"20200114-Plate2-7B","NA","NA"
"20200114-Plate2-7C","NA","NA"
"20200114-Plate2-7D","NA","NA"
"20200114-Plate2-7E","NA","NA"
"20200114-Plate2-7F","NA","NA"
"20200114-Plate2-7G","NA","NA"
"20200114-Plate2-7H","NA","NA"
"20200114-Plate2-8A","NA","NA"
"20200114-Plate2-8B","NA","NA"
"20200114-Plate2-8C","NA","NA"
"20200114-Plate2-8D","NA","NA"
"20200114-Plate2-8E","NA","NA"
"20200114-Plate2-8F","NA","NA"
"20200114-Plate2-8G","NA","NA"
"20200114-Plate2-8H","NA","NA"
"20200114-Plate2-9A","NA","NA"
"20200114-Plate2-9B","NA","NA"
"20200114-Plate2-9C","NA","NA"
"20200114-Plate2-9D","NA","NA"
"20200114-Plate2-9E","NA","NA"
"20200114-Plate2-9F","NA","NA"
"20200114-Plate2-9G","NA","NA"
"20200114-Plate2-9H","NA","NA"
"20200114-Plate2-10A","NA","NA"
"20200114-Plate2-10B","NA","NA"
"20200114-Plate2-10C","NA","NA"
"20200114-Plate2-10D","NA","NA"
"20200114-Plate2-10E","NA","NA"
"20200114-Plate2-10F","NA","NA"
"20200114-Plate2-10G","NA","NA"
"20200114-Plate2-10H","NA","NA"
"20200114-Plate2-11A","NA","NA"
"20200114-Plate2-11B","NA","NA"
"20200114-Plate2-11C","NA","NA"
"20200114-Plate2-11D","NA","NA"
"20200114-Plate2-11E","NA","NA"
"20200114-Plate2-11F","NA","NA"
"20200114-Plate2-11G","NA","NA"
"20200114-Plate2-11H","NA","NA"
"20200114-Plate2-12A","NA","NA"
"20200114-Plate2-12B","NA","NA"
"20200114-Plate2-12C","NA","NA"
"20200114-Plate2-12D","NA","NA"
"20200114-Plate2-12E","NA","NA"
"20200114-Plate2-12F","NA","NA"
"20200121-Plate1-1A","NA","NA"
"20200121-Plate1-1B","NA","NA"
"20200121-Plate1-1C","NA","NA"
"20200121-Plate1-1D","NA","NA"
"20200121-Plate1-1E","NA","NA"
"20200121-Plate1-1F","NA","NA"
"20200121-Plate1-1G","NA","NA"
"20200121-Plate1-1H","NA","NA"
"20200121-Plate1-2A","NA","NA"
"20200121-Plate1-2B","NA","NA"
"20200121-Plate1-2C","NA","NA"
"20200121-Plate1-2D","NA","NA"
"20200121-Plate1-2E","NA","NA"
"20200121-Plate1-2F","NA","NA"
"20200121-Plate1-2G","NA","NA"
"20200121-Plate1-2H","NA","NA"
"20200121-Plate1-3A","NA","NA"
"20200121-Plate1-3B","NA","NA"
"20200121-Plate1-3C","NA","NA"
"20200121-Plate1-3D","NA","NA"
"20200121-Plate1-3E","NA","NA"
"20200121-Plate1-3F","NA","NA"
"20200121-Plate1-3G","NA","NA"
"20200121-Plate1-3H","NA","NA"
"20200121-Plate1-4A","NA","NA"
"20200121-Plate1-4B","NA","NA"
"20200121-Plate1-4C","NA","NA"
"20200121-Plate1-4D","NA","NA"
"20200121-Plate1-4E","NA","NA"
"20200121-Plate1-4F","NA","NA"
"20200121-Plate1-4G","NA","NA"
"20200121-Plate1-4H","NA","NA"
"20200121-Plate1-5A","NA","NA"
"20200121-Plate1-5B","NA","NA"
"20200121-Plate1-5C","NA","NA"
"20200121-Plate1-5D","NA","NA"
"20200121-Plate1-5E","NA","NA"
"20200121-Plate1-5F","NA","NA"
"20200121-Plate1-5G","NA","NA"
"20200121-Plate1-5H","NA","NA"
"20200121-Plate1-6A","NA","NA"
"20200121-Plate1-6B","NA","NA"
"20200121-Plate1-6C","NA","NA"
"20200121-Plate1-6D","NA","NA"
"20200121-Plate1-6E","NA","NA"
"20200121-Plate1-6F","NA","NA"
"20200121-Plate1-6G","NA","NA"
"20200121-Plate1-6H","NA","NA"
"20200121-Plate1-7A","NA","NA"
"20200121-Plate1-7B","NA","NA"
"20200121-Plate1-7C","NA","NA"
"20200121-Plate1-7D","NA","NA"
"20200121-Plate1-7E","NA","NA"
"20200121-Plate1-7F","NA","NA"
"20200121-Plate1-7G","NA","NA"
"20200121-Plate1-7H","NA","NA"
"20200121-Plate1-8A","NA","NA"
"20200121-Plate1-8B","NA","NA"
"20200121-Plate1-8C","NA","NA"
"20200121-Plate1-8D","NA","NA"
"20200121-Plate1-8E","NA","NA"
"20200121-Plate1-8F","NA","NA"
"20200121-Plate1-8G","NA","NA"
"20200121-Plate1-8H","NA","NA"
"20200121-Plate1-9A","NA","NA"
"20200121-Plate1-9B","NA","NA"
"20200121-Plate1-9C","NA","NA"
"20200121-Plate1-9D","NA","NA"
"20200121-Plate1-9E","NA","NA"
"20200121-Plate1-9F","NA","NA"
"20200121-Plate1-9G","NA","NA"
"20200121-Plate1-9H","NA","NA"
"20200121-Plate1-10A","NA","NA"
"20200121-Plate1-10B","NA","NA"
"20200121-Plate1-10C","NA","NA"
"20200121-Plate1-10D","NA","NA"
"20200121-Plate1-10E","NA","NA"
"20200121-Plate1-10F","NA","NA"
"20200121-Plate1-10G","NA","NA"
"20200121-Plate1-10H","NA","NA"
"20200121-Plate1-11A","NA","NA"
"20200121-Plate1-11B","NA","NA"
"20200121-Plate1-11C","NA","NA"
"20200121-Plate1-11D","NA","NA"
"20200121-Plate1-11E","NA","NA"
"20200121-Plate1-11F","NA","NA"
"20200121-Plate1-11G","NA","NA"
"20200121-Plate1-11H","NA","NA"
"20200121-Plate1-12A","NA","NA"
"20200121-Plate1-12B","NA","NA"
"20200121-Plate1-12C","NA","NA"
"20200121-Plate1-12D","NA","NA"
"20200121-Plate1-12E","NA","NA"
"20200121-Plate1-12F","NA","NA"
"20200121-Plate2-1A","NA","NA"
"20200121-Plate2-1B","NA","NA"
"20200121-Plate2-1C","NA","NA"
"20200121-Plate2-1D","NA","NA"
"20200121-Plate2-1E","NA","NA"
"20200121-Plate2-1F","NA","NA"
"20200121-Plate2-1G","NA","NA"
"20200121-Plate2-1H","NA","NA"
"20200121-Plate2-2A","NA","NA"
"20200121-Plate2-2B","NA","NA"
"20200121-Plate2-2C","NA","NA"
"20200121-Plate2-2D","NA","NA"
"20200121-Plate2-2E","NA","NA"
"20200121-Plate2-2F","NA","NA"
"20200121-Plate2-2G","NA","NA"
"20200121-Plate2-2H","NA","NA"
"20200121-Plate2-3A","NA","NA"
"20200121-Plate2-3B","NA","NA"
"20200121-Plate2-3C","NA","NA"
"20200121-Plate2-3D","NA","NA"
"20200121-Plate2-3E","NA","NA"
"20200121-Plate2-3F","NA","NA"
"20200121-Plate2-3G","NA","NA"
"20200121-Plate2-3H","NA","NA"
"20200121-Plate2-4A","NA","NA"
"20200121-Plate2-4B","NA","NA"
"20200121-Plate2-4C","NA","NA"
"20200121-Plate2-4D","NA","NA"
"20200121-Plate2-4E","NA","NA"
"20200121-Plate2-4F","NA","NA"
"20200121-Plate2-4G","NA","NA"
"20200121-Plate2-4H","NA","NA"
"20200121-Plate2-5A","NA","NA"
"20200121-Plate2-5B","NA","NA"
"20200121-Plate2-5C","NA","NA"
"20200121-Plate2-5D","NA","NA"
"20200121-Plate2-5E","NA","NA"
"20200121-Plate2-5F","NA","NA"
"20200121-Plate2-5G","NA","NA"
"20200121-Plate2-5H","NA","NA"
