"rfid","sex","coatcolor"
"933000320186951","F","BROWNHOOD"
"933000320186960","F","BROWNHOOD"
"933000120138618","M","BLACK"
"933000120138448","F","ALBINO"
"933000320186784","F","BROWN"
"933000320186919","F","BROWNHOOD"
"933000320046447","F","ALBINO"
"933000320046125","M","BLACK"
"933000320046120","F","BROWN"
"933000320046115","M","BLACKHOOD"
"933000320046433","M","BLACK"
"933000320046435","M","BLACK"
"933000320046589","F","BLACK"
"933000320046590","F","BROWNHOOD"
"933000320046586","M","BROWNHOOD"
"933000320046581","M","BROWNHOOD"
"933000320046598","M","BROWNHOOD"
"933000320046594","M","BROWNHOOD"
"933000320046597","F","ALBINO"
"933000320046591","F","BROWNHOOD"
"933000320046201","M","ALBINO"
"933000320045745","F","BLACK"
"933000320045741","F","BLACKHOOD"
"933000320046091","F","BLACKHOOD"
"933000320046098","F","BLACKHOOD"
"933000320045662","F","ALBINO"
"933000320046396","F","BROWN"
"933000320047474","F","BLACK"
"933000320047472","F","BLACK"
"933000320047261","F","ALBINO"
"933000320047265","F","BLACKHOOD"
"933000320047455","F","ALBINO"
"933000320047467","F","BROWN"
"933000320047397","F","BROWNHOOD"
"933000320047392","F","BROWNHOOD"
"933000320047159","F","BLACK"
"933000320048225","M","BROWN"
"933000320048210","M","BLACK"
"933000320048531","M","BLACK"
"933000320048545","M","BLACK"
"933000320048334","M","BROWN"
"933000320048543","F","BLACK"
"933000320048549","F","BLACK"
"933000320048530","F","BROWNHOOD"
"933000320048538","F","BLACK"
"933000320048217","F","BROWNHOOD"
"933000120138439","M","ALBINO"
"933000120138442","M","ALBINO"
"933000320045732","F","BLACK"
"933000320046096","F","BROWNHOOD"
"933000320046835","F","ALBINO"
"933000320047002","F","BLACK"
"933000320047023","F","BLACK"
"933000320047387","F","BROWNHOOD"
"933000320047252","F","ALBINO"
"933000320046143","F","BROWNHOOD"
"933000320047165","F","BLACK"
"933000320047268","F","BLACKHOOD"
"933000320047376","F","BROWNHOOD"
"933000320047383","F","BLACKHOOD"
"933000120138444","M","BLACK"
"933000120138449","M","BROWNHOOD"
"933000120138451","M","ALBINO"
"933000120138608","F","BLACK"
"933000120138612","F","BLACK"
"933000120138622","M","BROWN"
"933000120138624","F","BROWN"
"933000120138628","M","BLACK"
"933000120138704","F","BROWNHOOD"
"933000120138735","F","BROWNHOOD"
"933000120138740","F","BROWNHOOD"
"933000120138746","M","BROWNHOOD"
"933000120138747","F","BROWNHOOD"
"933000120138749","F","BROWNHOOD"
"933000320045729","F","BLACKHOOD"
"933000320045730","F","BLACK"
"933000320045739","F","BROWNHOOD"
"933000320045776","M","BROWN"
"933000320045795","M","BROWN"
"933000320046082","M","BLACKHOOD"
"933000320046087","F","BROWNHOOD"
"933000320046132","M","BROWNHOOD"
"933000320046383","F","ALBINO"
"933000320046386","F","BLACK"
"933000320046398","M","BLACKHOOD"
"933000320046545","M","BROWN"
"933000320046606","M","ALBINO"
"933000320046827","M","BROWNHOOD"
"933000320046829","M","ALBINO"
"933000320046838","M","BROWNHOOD"
"933000320046845","M","BROWNHOOD"
"933000320046848","M","BROWN"
"933000320046849","M","ALBINO"
"933000320047010","F","BLACK"
"933000320047258","F","ALBINO"
"933000320047263","F","ALBINO"
"933000320047269","F","BLACKHOOD"
"933000320047272","M","BLACK"
"933000320047273","F","ALBINO"
"933000320047274","F","BLACK"
"933000320047381","F","BROWNHOOD"
"933000320047384","F","BROWNHOOD"
"933000320047386","M","BROWNHOOD"
"933000320047400","F","BROWNHOOD"
"933000320047453","F","ALBINO"
"933000320047457","M","ALBINO"
"933000320047460","M","BLACKHOOD"
"933000320047463","M","BROWNHOOD"
"933000320047465","M","ALBINO"
"933000320047469","F","BROWNHOOD"
"933000320047492","M","BROWN"
"933000320047499","M","BLACK"
"933000320047655","M","BLACK"
"933000320047924","M","BROWN"
"933000320047945","M","BROWN"
"933000320047948","M","ALBINO"
"933000320186776","F","BROWN"
"933000320186787","F","BROWNHOOD"
"933000320186788","F","BROWNHOOD"
"933000320186789","F","BROWNHOOD"
"933000320186793","F","BLACKHOOD"
"933000320186798","M","BLACKHOOD"
"933000320186838","M","BLACK"
"933000320186922","M","BLACKHOOD"
"933000320047024","F","BLACKHOOD"
"933000120117313","F","BROWNHOOD"
"933000120138282","F","BROWNHOOD"
"818","M","NA"
"p.cal01","NA","NA"
"p.cal02","NA","NA"
"p.cal03","NA","NA"
"p.cal04","NA","NA"
"p.cal05","NA","NA"
"p.cal06","NA","NA"
"p.cal07","NA","NA"
"p.cal08","NA","NA"
"p.cal09","NA","NA"
"p.cal10","NA","NA"
"p.cal11","NA","NA"
"p.cal12","NA","NA"
"p.cal13","NA","NA"
"p.cal14","NA","NA"
"p.cal15","NA","NA"
"p.cal16","NA","NA"
"p.cal17","NA","NA"
"p.cal18","NA","NA"
"p.cal19","NA","NA"
"p.cal20","NA","NA"
"p.cal21","NA","NA"
"p.cal22","NA","NA"
"p.cal23","NA","NA"
"p.cal24","NA","NA"
"p.cal25","NA","NA"
"p.cal26","NA","NA"
"p.cal27","NA","NA"
"p.cal28","NA","NA"
"p.cal29","NA","NA"
"p.cal30","NA","NA"
"p.cal31","NA","NA"
"p.cal32","NA","NA"
"p.cal33","NA","NA"
"p.cal34","NA","NA"
"p.cal35","NA","NA"
"p.cal36","NA","NA"
"p.cal37","NA","NA"
"p.cal38","NA","NA"
"p.cal39","NA","NA"
"p.cal40","NA","NA"
"p.cal41","NA","NA"
"p.cal42","NA","NA"
"p.cal43","NA","NA"
"p.cal44","NA","NA"
"p.cal45","NA","NA"
"p.cal46","NA","NA"
"p.cal47","NA","NA"
"p.cal48","NA","NA"
"p.cal49","NA","NA"
"p.cal50","NA","NA"
"p.cal51","NA","NA"
"p.cal52","NA","NA"
"p.cal53","NA","NA"
"p.cal54","NA","NA"
"p.cal55","NA","NA"
"p.cal56","NA","NA"
"p.cal57","NA","NA"
"p.cal58","NA","NA"
"p.cal59","NA","NA"
"p.cal60","NA","NA"
"p.cal61","NA","NA"
"p.cal62","NA","NA"
"p.cal63","NA","NA"
"p.cal64","NA","NA"
"p.cal65","NA","NA"
"p.cal66","NA","NA"
"p.cal67","NA","NA"
"p.cal68","NA","NA"
"p.cal69","NA","NA"
"p.cal70","NA","NA"
"p.cal71","NA","NA"
"p.cal72","NA","NA"
"p.cal73","NA","NA"
"p.cal74","NA","NA"
"p.cal75","NA","NA"
"p.cal76","NA","NA"
"p.cal77","NA","NA"
"p.cal78","NA","NA"
"p.cal79","NA","NA"
"p.cal80","NA","NA"
"p.cal81","NA","NA"
"p.cal82","NA","NA"
"p.cal83","NA","NA"
"p.cal84","NA","NA"
"p.cal85","NA","NA"
"p.cal86","NA","NA"
"p.cal87","NA","NA"
"p.cal88","NA","NA"
"p.cal89","NA","NA"
"p.cal90","NA","NA"
"p.cal91","NA","NA"
"p.cal92","NA","NA"
"p.cal93","NA","NA"
"p.cal94","NA","NA"
"p.cal95","NA","NA"
"p.cal96","NA","NA"
"933000320046158","M","ALBINO"
"933000320046172","M","BLACKHOOD"
"933000320046170","M","ALBINO"
"933000320046152","M","BLACKHOOD"
"933000320046167","M","BROWNHOOD"
"933000320046165","M","ALBINO"
"933000320045969","M","BLACKHOOD"
"933000320045952","M","BROWN"
"933000320045965","M","ALBINO"
"933000320045956","M","BLACKHOOD"
"933000320045962","M","BLACK"
"933000320046239","M","BLACK"
"933000320046237","M","BLACKHOOD"
"933000320046228","M","BROWNHOOD"
"933000320046250","M","BLACKHOOD"
"933000320046231","M","BROWNHOOD"
"933000320045623","M","BLACKHOOD"
"933000320045625","M","BROWN"
"933000320045620","M","ALBINO"
"933000320045619","M","BLACKHOOD"
"933000320046151","F","BROWN"
"933000320046169","F","ALBINO"
"933000320046161","F","BLACK"
"933000320046166","F","BLACKHOOD"
"933000320046175","F","BROWNHOOD"
"933000320046173","F","BLACKHOOD"
"933000320045974","F","BROWNHOOD"
"933000320045959","F","BROWN"
"933000320045963","F","ALBINO"
"933000320045966","F","BLACKHOOD"
"933000320046230","F","BLACK"
"933000320046232","F","BLACK"
"933000320046241","F","BROWNHOOD"
"933000320046226","F","BROWNHOOD"
"933000320046236","F","BLACK"
"933000320046249","F","BROWN"
"933000320045624","F","BROWN"
"933000320045601","F","BROWNHOOD"
"933000320045604","F","ALBINO"
"933000320045605","F","BROWNHOOD"
"933000320046655","M","BROWNHOOD"
"933000320046657","M","BLACK"
"933000320046668","F","BLACKHOOD"
"933000320046652","F","BLACK"
"933000320046670","M","BROWN"
"933000320046664","M","BLACK"
"933000320046671","F","BLACK"
"933000320046656","F","BROWN"
"933000320046654","M","BROWN"
"933000320046663","M","BLACK"
"933000320046672","F","BROWN"
"933000320046666","F","BLACK"
"933000320046454","M","BLACK"
"933000320046474","M","ALBINO"
"933000320046458","F","BLACK"
"933000320046471","F","ALBINO"
"933000320046460","M","ALBINO"
"933000320046464","M","BLACKHOOD"
"933000320046475","F","BLACKHOOD"
"933000320046946","F","BLACK"
"933000320046947","M","BROWNHOOD"
"933000320046934","M","ALBINO"
"933000320046928","F","BROWNHOOD"
"933000320046937","F","ALBINO"
"933000320046932","M","ALBINO"
"933000320046927","M","BROWN"
"933000320046939","F","ALBINO"
"933000320046931","F","BROWNHOOD"
"933000320046940","M","ALBINO"
"933000320046703","M","BLACKHOOD"
"933000320046708","F","ALBINO"
"933000320046956","F","BROWNHOOD"
"933000320046704","M","ALBINO"
"933000320046953","M","BROWNHOOD"
"933000320046707","F","ALBINO"
"933000320046719","F","BLACKHOOD"
"933000320046724","M","ALBINO"
"933000320046964","M","BROWN"
"933000320046968","F","BLACK"
"933000320046969","F","BROWNHOOD"
"933000320046963","M","BROWNHOOD"
"933000320046972","M","BLACK"
"933000320046954","F","BROWN"
"933000320046952","F","BROWNHOOD"
"933000320046960","M","BLACKHOOD"
"933000320046951","M","BLACK"
"933000320046975","F","BROWNHOOD"
"933000320046955","F","ALBINO"
"933000320046957","M","BLACKHOOD"
"933000320046966","M","BROWNHOOD"
"933000320046958","F","ALBINO"
"933000320046965","F","BROWNHOOD"
"933000320046971","M","BLACKHOOD"
"933000320046974","M","BLACK"
"933000320046961","F","BLACKHOOD"
"933000320046853","M","BROWNHOOD"
"933000320047068","M","BLACKHOOD"
"933000320047053","M","ALBINO"
"933000320047056","M","BROWN"
"933000320047071","M","BROWNHOOD"
"933000320047061","M","ALBINO"
"933000320047060","M","BLACK"
"933000320047220","M","BROWN"
"933000320047221","M","BROWN"
"933000320047209","M","BLACK"
"933000320047210","M","ALBINO"
"933000320047208","M","BLACKHOOD"
"933000320047206","M","BROWNHOOD"
"933000320047222","M","BLACKHOOD"
"933000320047190","M","BLACK"
"933000320047179","M","BROWNHOOD"
"933000320047032","M","BLACK"
"933000320047034","M","BLACKHOOD"
"933000320047035","M","BLACKHOOD"
"933000320047199","M","BLACKHOOD"
"933000320047051","F","BROWN"
"933000320047065","F","BLACK"
"933000320047064","F","BLACKHOOD"
"933000320047073","F","ALBINO"
"933000320047054","F","BLACKHOOD"
"933000320047062","F","BROWNHOOD"
"933000320047212","F","BLACK"
"933000320047205","F","BROWN"
"933000320047219","F","BROWNHOOD"
"933000320047223","F","BLACK"
"933000320047201","F","BLACK"
"933000320047216","F","BROWNHOOD"
"933000320047211","F","BROWNHOOD"
"933000320047207","F","BLACK"
"933000320047180","F","BLACKHOOD"
"933000320047186","F","BROWNHOOD"
"933000320047041","F","BROWNHOOD"
"933000320047044","F","BLACKHOOD"
"933000320047193","F","BLACKHOOD"
"933000320047036","F","BLACKHOOD"
"933000320047986","M","BROWN"
"933000320047979","M","ALBINO"
"933000320047807","M","BLACK"
"933000320047812","M","BROWN"
"933000320047824","M","BLACKHOOD"
"933000320047822","M","BLACK"
"933000320047825","M","BROWNHOOD"
"933000320047801","M","BLACKHOOD"
"933000320047820","M","BLACK"
"933000320047816","M","BROWNHOOD"
"933000320047733","M","BLACK"
"933000320047730","M","BROWNHOOD"
"933000320047566","M","BROWNHOOD"
"933000320047572","M","BLACK"
"933000320047741","M","BLACKHOOD"
"933000320047569","M","BROWN"
"933000320047574","M","ALBINO"
"933000320047966","M","BLACKHOOD"
"933000320047571","M","BROWN"
"933000320047565","M","ALBINO"
"933000320047998","F","BROWN"
"933000320047977","F","BROWNHOOD"
"933000320047821","F","BROWN"
"933000320047818","F","BROWNHOOD"
"933000320047814","F","BROWNHOOD"
"933000320047982","F","BLACK"
"933000320047819","F","BROWN"
"933000320047815","F","BLACK"
"933000320047747","F","BLACK"
"933000320047745","F","BLACKHOOD"
"933000320047746","F","BLACK"
"933000320047750","F","BROWN"
"933000320047727","F","BROWNHOOD"
"933000320047743","F","BROWN"
"933000320047551","F","BLACKHOOD"
"933000320047559","F","BLACK"
"933000320047567","F","ALBINO"
"933000320047558","F","BLACKHOOD"
"933000320047575","F","BLACK"
"933000320047553","F","ALBINO"
"933000320186862","M","BROWNHOOD"
"933000320186861","M","BLACKHOOD"
"933000320186948","M","ALBINO"
"933000320186926","M","BLACK"
"933000320186950","M","BLACK"
"933000320186937","M","BROWN"
"933000320186947","M","BROWNHOOD"
"933000320186942","M","ALBINO"
"933000320187109","M","BLACK"
"933000320187122","M","BROWNHOOD"
"933000320187117","M","BLACK"
"933000320187124","M","BROWNHOOD"
"933000320187021","M","BLACKHOOD"
"933000320187125","M","BLACKHOOD"
"933000320187008","M","BLACK"
"933000320187009","M","ALBINO"
"933000320187001","M","ALBINO"
"933000320187007","M","BLACK"
"933000320187045","M","BLACK"
"933000320187046","M","ALBINO"
"933000320186868","F","ALBINO"
"933000320186860","F","BLACKHOOD"
"933000320186935","F","ALBINO"
"933000320186944","F","BROWN"
"933000320186934","F","BROWN"
"933000320186939","F","BROWNHOOD"
"933000320186931","F","BROWNHOOD"
"933000320186941","F","BROWNHOOD"
"933000320187119","F","BLACK"
"933000320187101","F","BLACK"
"933000320187108","F","BLACK"
"933000320187107","F","BROWNHOOD"
"933000320187102","F","BLACKHOOD"
"933000320187012","F","BLACK"
"933000320187022","F","BROWN"
"933000320187023","F","BROWNHOOD"
"933000320187010","F","ALBINO"
"933000320187014","F","BLACK"
"933000320187003","F","BROWN"
"933000320187035","F","ALBINO"
"933000320187334","M","BLACKHOOD"
"933000320187326","M","BLACK"
"933000320187340","M","BROWN"
"933000320187342","M","BLACKHOOD"
"933000320187252","M","BLACKHOOD"
"933000320187271","M","BROWNHOOD"
"933000320187275","M","BROWNHOOD"
"933000320187263","M","BLACKHOOD"
"933000320187440","M","BROWNHOOD"
"933000320187400","M","BLACKHOOD"
"933000320187394","M","BLACKHOOD"
"933000320187389","M","BROWNHOOD"
"933000320187378","M","ALBINO"
"933000320187380","M","BROWN"
"933000320187289","M","BROWNHOOD"
"933000320187293","M","ALBINO"
"933000320187281","M","BROWN"
"933000320187282","M","BLACK"
"933000320187447","M","ALBINO"
"933000320187437","M","BROWNHOOD"
"933000320187335","F","BLACK"
"933000320187327","F","BROWN"
"933000320187333","F","BLACKHOOD"
"933000320187341","F","BROWNHOOD"
"933000320187253","F","BLACKHOOD"
"933000320187268","F","BROWNHOOD"
"933000320187257","F","BLACK"
"933000320187266","F","BROWN"
"933000320187399","F","BROWNHOOD"
"933000320187255","F","BLACKHOOD"
"933000320187388","F","BROWNHOOD"
"933000320187396","F","BLACKHOOD"
"933000320187287","F","BLACK"
"933000320048196","F","BROWN"
"933000320187294","F","BLACKHOOD"
"933000320187288","F","ALBINO"
"933000320187296","F","BROWN"
"933000320187292","F","BLACKHOOD"
"933000320187444","F","BLACKHOOD"
"933000320187436","F","BROWNHOOD"
"933000320045831","M","BROWN"
"933000320046168","M","ALBINO"
"933000320046174","M","BLACKHOOD"
"933000320046171","M","BLACKHOOD"
"933000320045961","M","BROWNHOOD"
"933000320045971","M","ALBINO"
"933000320045953","M","BROWNHOOD"
"933000320045957","M","BLACK"
"933000320046243","M","ALBINO"
"933000320046242","M","BLACKHOOD"
"933000320046229","M","BLACK"
"933000320046227","M","BLACK"
"933000320046248","M","BROWNHOOD"
"933000320046234","M","BLACKHOOD"
"933000320045615","M","BLACK"
"933000320045606","M","BROWNHOOD"
"933000320045609","M","BROWN"
"933000320045611","M","BROWNHOOD"
"933000320045612","M","ALBINO"
"933000320045621","M","BLACKHOOD"
"933000320046159","F","ALBINO"
"933000320046153","F","BLACKHOOD"
"933000320046154","F","BROWNHOOD"
"933000320045968","F","BLACKHOOD"
"933000320045964","F","BROWNHOOD"
"933000320045967","F","BROWN"
"933000320045975","F","BLACKHOOD"
"933000320045960","F","BROWNHOOD"
"933000320046244","F","ALBINO"
"933000320046238","F","BLACK"
"933000320046233","F","BLACK"
"933000320045617","F","BLACK"
"933000320046246","F","BROWNHOOD"
"933000320046240","F","BLACKHOOD"
"933000320045616","F","BLACKHOOD"
"933000320045610","F","BROWN"
"933000320045618","F","BROWN"
"933000320045603","F","BROWNHOOD"
"933000320045614","F","BROWN"
"933000320045842","F","ALBINO"
"933000320046651","M","BLACKHOOD"
"933000320046675","M","BLACK"
"933000320046669","F","BROWNHOOD"
"933000320046661","F","BLACK"
"933000320046662","M","BROWN"
"933000320046658","M","BLACK"
"933000320046674","F","BLACK"
"933000320046660","F","BROWN"
"933000320046468","M","BROWN"
"933000320046659","M","BLACK"
"933000320046673","F","BROWN"
"933000320046665","F","BLACK"
"933000320046941","M","BLACK"
"933000320046948","M","ALBINO"
"933000320046943","F","BLACK"
"933000320046945","F","ALBINO"
"933000320046944","M","BROWNHOOD"
"933000320046933","M","ALBINO"
"933000320046949","F","BLACKHOOD"
"933000320046938","F","ALBINO"
"933000320046942","M","BROWNHOOD"
"933000320046936","M","ALBINO"
"933000320046950","F","BROWNHOOD"
"933000320046926","F","ALBINO"
"933000320046701","M","ALBINO"
"933000320046710","M","BLACKHOOD"
"933000320046721","F","BROWNHOOD"
"933000320046705","F","BLACKHOOD"
"933000320046702","M","ALBINO"
"933000320046725","M","BROWNHOOD"
"933000320046716","F","ALBINO"
"933000320046722","F","BLACKHOOD"
"933000320046717","M","BLACKHOOD"
"933000320046723","M","BROWNHOOD"
"933000320046712","F","BROWN"
"933000320046713","F","BROWNHOOD"
"933000320046973","M","ALBINO"
"933000320046962","M","BROWNHOOD"
"933000320046967","F","ALBINO"
"933000320046970","F","BROWNHOOD"
"933000320047059","M","BLACKHOOD"
"933000320047072","M","BLACK"
"933000320047052","M","BLACKHOOD"
"933000320047070","M","ALBINO"
"933000320047066","M","BROWNHOOD"
"933000320047058","M","ALBINO"
"933000320047214","M","BLACK"
"933000320047215","M","BROWN"
"933000320047204","M","BROWN"
"933000320047202","M","BLACK"
"933000320047187","M","BLACK"
"933000320047200","M","BLACKHOOD"
"933000320047191","M","BROWNHOOD"
"933000320047183","M","ALBINO"
"933000320047192","M","BLACKHOOD"
"933000320047185","M","BROWNHOOD"
"933000320047039","M","ALBINO"
"933000320047038","M","BROWNHOOD"
"933000320047047","M","BLACKHOOD"
"933000320047026","M","BLACKHOOD"
"933000320047074","F","BROWN"
"933000320047063","F","BLACK"
"933000320047055","F","ALBINO"
"933000320047075","F","ALBINO"
"933000320047067","F","BROWNHOOD"
"933000320047057","F","ALBINO"
"933000320047203","F","BLACK"
"933000320047213","F","BROWN"
"933000320047224","F","BROWN"
"933000320047218","F","BLACK"
"933000320047188","F","ALBINO"
"933000320047198","F","BROWNHOOD"
"933000320047181","F","BROWNHOOD"
"933000320047184","F","BLACK"
"933000320047177","F","BLACK"
"933000320047194","F","BROWNHOOD"
"933000320047048","F","ALBINO"
"933000320047030","F","BROWN"
"933000320047027","F","ALBINO"
"933000320047028","F","BLACKHOOD"
"933000320047976","M","BROWN"
"933000320047996","M","ALBINO"
"933000320047813","M","BLACKHOOD"
"933000320047803","M","BROWNHOOD"
"933000320047811","M","BROWN"
"933000320047806","M","BLACKHOOD"
"933000320047744","M","BROWNHOOD"
"933000320047749","M","BLACKHOOD"
"933000320047736","M","BROWNHOOD"
"933000320047740","M","BLACKHOOD"
"933000320047739","M","BLACK"
"933000320047738","M","BROWN"
"933000320047737","M","ALBINO"
"933000320047729","M","BROWNHOOD"
"933000320047556","M","BLACKHOOD"
"933000320047560","M","BROWNHOOD"
"933000320047570","M","ALBINO"
"933000320047552","M","BROWN"
"933000320047564","M","BLACK"
"933000320047970","M","ALBINO"
"933000320047997","F","BLACK"
"933000320047969","F","BROWN"
"933000320047808","F","BROWN"
"933000320047804","F","BLACK"
"933000320047817","F","BLACK"
"933000320047802","F","BLACKHOOD"
"933000320047732","F","BROWNHOOD"
"933000320047726","F","BLACK"
"933000320047742","F","BROWN"
"933000320047734","F","BLACKHOOD"
"933000320047731","F","BLACK"
"933000320047728","F","BROWNHOOD"
"933000320047735","F","ALBINO"
"933000320047748","F","BROWNHOOD"
"933000320047554","F","BLACKHOOD"
"933000320047573","F","BROWN"
"933000320047562","F","ALBINO"
"933000320047557","F","BROWNHOOD"
"933000320047952","F","BROWN"
"933000320047961","F","ALBINO"
"933000320186936","M","BROWNHOOD"
"933000320186945","M","BLACK"
"933000320186929","M","ALBINO"
"933000320186932","M","BLACK"
"933000320186943","M","BLACKHOOD"
"933000320186949","M","BLACK"
"933000320186927","M","BROWNHOOD"
"933000320187120","M","ALBINO"
"933000320187113","M","BLACK"
"933000320187123","M","BLACK"
"933000320187115","M","BLACK"
"933000320187103","M","BLACKHOOD"
"933000320187020","M","ALBINO"
"933000320187013","M","BLACKHOOD"
"933000320187024","M","BROWN"
"933000320187025","M","ALBINO"
"933000320187002","M","BROWN"
"933000320187004","M","ALBINO"
"933000320187048","M","BROWNHOOD"
"933000320187037","M","BLACK"
"933000320186867","F","BROWNHOOD"
"933000320186946","F","BROWN"
"933000320186928","F","ALBINO"
"933000320187242","F","BLACK"
"933000320186938","F","BROWN"
"933000320186933","F","BROWNHOOD"
"933000320187110","F","BROWNHOOD"
"933000320187112","F","BROWNHOOD"
"933000320187118","F","BLACK"
"933000320187114","F","BLACK"
"933000320187104","F","BLACK"
"933000320187116","F","ALBINO"
"933000320187019","F","BLACKHOOD"
"933000320187011","F","BLACK"
"933000320187016","F","BLACKHOOD"
"933000320187017","F","BLACK"
"933000320187005","F","BLACK"
"933000320187033","F","ALBINO"
"933000320187047","F","BROWN"
"933000320187042","F","BLACK"
"933000320187338","M","BLACK"
"933000320187349","M","BLACKHOOD"
"933000320187339","M","BROWNHOOD"
"933000320187350","M","BLACKHOOD"
"933000320187434","M","BROWNHOOD"
"933000320187258","M","BROWN"
"933000320187254","M","BROWN"
"933000320187265","M","BLACK"
"933000320187397","M","BROWNHOOD"
"933000320187391","M","BROWNHOOD"
"933000320187384","M","BROWNHOOD"
"933000320187385","M","BLACKHOOD"
"933000320187285","M","ALBINO"
"933000320187283","M","BLACK"
"933000320187297","M","BROWNHOOD"
"933000320187298","M","ALBINO"
"933000320187279","M","BROWNHOOD"
"933000320187299","M","BROWN"
"933000320187300","M","BLACKHOOD"
"933000320187445","M","BLACK"
"933000320048186","F","BLACK"
"933000320187343","F","BLACKHOOD"
"933000320187328","F","BLACKHOOD"
"933000320187330","F","ALBINO"
"933000320187273","F","BROWNHOOD"
"933000320187267","F","BROWNHOOD"
"933000320187264","F","BROWNHOOD"
"933000320187256","F","BLACK"
"933000320187393","F","BROWNHOOD"
"933000320187392","F","BROWNHOOD"
"933000320187376","F","BROWNHOOD"
"933000320187395","F","ALBINO"
"933000320187295","F","BLACK"
"933000320048182","F","BROWN"
"933000320187278","F","BROWNHOOD"
"933000320187286","F","BLACK"
"933000320187291","F","BLACKHOOD"
"933000320187290","F","BROWN"
"933000320187280","F","BLACKHOOD"
"933000320187446","F","BLACK"
"933000120138481","M","BLACKHOOD"
"933000120138491","F","BLACKHOOD"
"933000120138492","M","BLACK"
"933000120138495","F","BROWN"
"933000120138487","M","BROWNHOOD"
"933000120138485","F","BROWNHOOD"
"933000120138486","M","BROWNHOOD"
"933000120138505","F","BLACKHOOD"
"933000120138484","M","BROWN"
"933000120138499","F","BLACK"
"933000120138483","M","BLACK"
"933000120138498","F","BLACK"
"933000120138501","M","BROWN"
"933000120138482","F","ALBINO"
"933000120138493","M","ALBINO"
"933000120138497","F","BROWNHOOD"
"933000120138529","M","BROWN"
"933000120138509","M","BROWNHOOD"
"933000120138530","F","BROWN"
"933000120138528","F","BROWNHOOD"
"933000120138435","M","BROWNHOOD"
"933000120138453","M","BROWNHOOD"
"933000120138431","F","BROWNHOOD"
"933000120138446","F","BROWNHOOD"
"933000120138516","M","ALBINO"
"933000120138517","M","BROWN"
"933000120138521","F","ALBINO"
"933000120138527","F","BROWN"
"933000120138523","M","BLACK"
"933000120138507","M","BROWN"
"933000120138511","F","BLACK"
"933000120138525","F","BROWN"
"933000120138526","M","ALBINO"
"933000120138513","F","BLACK"
"933000120138546","M","BROWNHOOD"
"933000120138519","F","ALBINO"
"933000120138522","M","BROWNHOOD"
"933000120138554","F","BROWNHOOD"
"933000120138532","M","BLACKHOOD"
"933000120138548","F","BLACKHOOD"
"933000120138459","F","ALBINO"
"933000120138461","F","BROWNHOOD"
"933000120138478","M","BLACK"
"933000120138480","M","BROWN"
"933000120138476","F","BLACK"
"933000120138462","F","BLACK"
