"dna_plate_code","plate_barcode","well","transponder","sample_id_barcode","user_id","date","nanodrop_ng_u_l","x260_280","x260_230","origin","no","storage_box_of_spleen","freezer_location_of_tissue","position_in_box","comments","riptide_plate_number","storage_box_of_extracted_dna_plate","location_of_extracted_dna_plate_box","e","x18","x20","x19","x21","x22","number_written_on_the_top_of_tube","rfid","project_name"
"Olivier07","C9H0ZBOG","A5","933000320186784","320186784","KN","2020-08-18","720.6","1.92","2.07","oxy 6","33","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D2",NA,"933000320186784","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B5","933000320047866","320047866","KN","2020-08-18","585","1.86","2.16","oxy 6","34","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D3",NA,"933000320047866","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C5","933000320047905","320047905","KN","2020-08-18","673.1","1.84","1.88","oxy 6","35","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D4",NA,"933000320047905","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D5","933000320047656","320047656","KN","2020-08-18","742.8","1.9","2.09","oxy 6","36","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D5",NA,"933000320047656","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E5","933000320047881","320047881","KN","2020-08-18","621.3","1.85","2.18","oxy 6","37","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D6",NA,"933000320047881","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F5","933000320047896","320047896","KN","2020-08-18","580.7","1.89","2.17","oxy 6","38","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D7",NA,"933000320047896","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G5","933000320047890","320047890","KN","2020-08-18","575.1","1.87","2.15","oxy 6","39","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"D8",NA,"933000320047890","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H5","933000320047672","320047672","KN","2020-08-18","734.5","1.95","2.28","oxy 6","40","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","G8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E1",NA,"933000320047672","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A6","933000320047858","320047858","KN","2020-08-18","421.5","1.88","2.07","oxy 6","41","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E2",NA,"933000320047858","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B6","933000320047917","320047917","KN","2020-08-18","481.4","1.89","2.08","oxy 6","42","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E3",NA,"933000320047917","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C6","933000320047877","320047877","KN","2020-08-18","548.9","1.85","2.15","oxy 6","43","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E4",NA,"933000320047877","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D6","933000320047938","320047938","KN","2020-08-18","468","1.85","2.2","oxy 6","44","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E5",NA,"933000320047938","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E6","933000320047675","320047675","KN","2020-08-18","612.8","1.85","2.13","oxy 6","45","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E6",NA,"933000320047675","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F6","933000320186853","320186853","KN","2020-08-18","545.4","1.84","2.14","oxy 6","46","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E7",NA,"933000320186853","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G6","933000320186920","320186920","KN","2020-08-18","120.5","1.89","1.38","oxy 6","47","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"E8",NA,"933000320186920","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H6","933000320186817","320186817","KN","2020-08-18","486.6","1.84","2.15","oxy 6","48","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","H8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F1",NA,"933000320186817","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A7","933000320047668","320047668","KN","2020-08-18","324.4","1.87","2.05","oxy 6","49","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F2",NA,"933000320047668","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B7","933000320047902","320047902","KN","2020-08-18","506.6","1.85","2.1","oxy 6","50","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F3",NA,"933000320047902","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C7","933000320047903","320047903","KN","2020-08-18","397.8","1.86","2.2","oxy 6","51","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F4",NA,"933000320047903","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D7","933000320047669","320047669","KN","2020-08-18","326.7","1.87","1.49","oxy 6","52","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F5",NA,"933000320047669","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E7","933000320047661","320047661","KN","2020-08-18","650.1","1.82","2.21","oxy 6","53","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F6",NA,"933000320047661","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F7","933000320047876","320047876","KN","2020-08-18","742","1.83","2.16","oxy 6","54","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F7",NA,"933000320047876","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G7","933000320186911","320186911","KN","2020-08-18","382.4","1.87","2.18","oxy 6","55","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"F8",NA,"933000320186911","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H7","933000320186845","320186845","KN","2020-08-18","603.3","1.84","2.12","oxy 6","56","Olivier Box8 - processed","-80C  #3 Shelf 5 Rack2","I8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G1",NA,"933000320186845","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A8","933000320186865","320186865","KN","2020-08-18","337.4","1.88","2.11","oxy 6","57","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G2",NA,"933000320186865","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B8","933000320186856","320186856","KN","2020-08-18","622.6","1.9","2.14","oxy 6","58","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G3",NA,"933000320186856","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C8","933000320187248","320187248","KN","2020-08-18","543.7","1.84","2.12","oxy 7","59","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G4",NA,"933000320187248","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D8","933000320186967","320186967","KN","2020-08-18","392.5","1.84","2.06","oxy 7","60","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G5",NA,"933000320186967","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E8","933000320187231","320187231","KN","2020-08-18","379.9","1.87","2.15","oxy 7","61","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G6",NA,"933000320187231","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F8","933000320186974","320186974","KN","2020-08-18","397.3","1.85","2.11","oxy 7","62","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G7",NA,"933000320186974","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G8","933000320186993","320186993","KN","2020-08-18","374.5","1.86","2.09","oxy 7","63","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"G8",NA,"933000320186993","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H8","933000320186995","320186995","KN","2020-08-18","387.6","1.86","2.16","oxy 7","64","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","A8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H1",NA,"933000320186995","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A9","933000320187237","320187237","KN","2020-08-18","383","1.88","2.13","oxy 7","65","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H2",NA,"933000320187237","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B9","933000320187241","320187241","KN","2020-08-18","516.7","1.84","2.07","oxy 7","66","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H3",NA,"933000320187241","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C9","933000320186991","320186991","KN","2020-08-18","455.3","1.88","2.12","oxy 7","67","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H4",NA,"933000320186991","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D9","933000320187230","320187230","KN","2020-08-18","554","1.87","2.16","oxy 7","68","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H5",NA,"933000320187230","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E9","933000320187357","320187357","KN","2020-08-18","571.7","1.86","2.15","oxy 7","69","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H6",NA,"933000320187357","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F9","933000320187083","320187083","KN","2020-08-18","499.6","1.85","2.07","oxy 7","70","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H7",NA,"933000320187083","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G9","933000320187161","320187161","KN","2020-08-18","484.8","1.84","2.16","oxy 7","71","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"H8",NA,"933000320187161","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H9","933000320186885","320186885","KN","2020-08-18","365","1.86","2.19","oxy 7","72","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","B8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I1",NA,"933000320186885","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A10","933000320187082","320187082","KN","2020-08-18","366.7","1.86","1.98","oxy 7","73","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I2",NA,"933000320187082","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B10","933000320187166","320187166","KN","2020-08-18","543.3","1.86","2.05","oxy 7","74","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I3",NA,"933000320187166","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C10","933000320187197","320187197","KN","2020-08-18","503.3","1.84","2.16","oxy 7","75","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I4",NA,"933000320187197","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D10","933000320187305","320187305","KN","2020-08-18","560.9","1.81","1.91","oxy 7","76","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I5",NA,"933000320187305","u01_olivier_george_scrub"
"Olivier07","C9H0ZBOG","E10","933000320187210","320187210","KN","2020-08-18","443.5","1.86","2.17","oxy 7","77","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I6",NA,"933000320187210","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F10","933000320186897","320186897","KN","2020-08-18","776","1.91","2.15","oxy 7","78","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I7",NA,"933000320186897","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G10","933000320187316","320187316","KN","2020-08-18","434.4","1.85","2.18","oxy 7","79","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,"I8",NA,"933000320187316","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H10","933000320186878","320186878","KN","2020-08-18","526.6","1.86","2.22","oxy 7","80","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","C8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186878","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A11","933000320187213","320187213","KN","2020-08-18","370.4","1.9","2.06","oxy 7","81","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187213","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B11","933000320187314","320187314","KN","2020-08-18","601.7","1.86","2.01","oxy 7","82","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187314","u01_olivier_george_scrub"
"Olivier07","C9H0ZBOG","C11","933000320187359","320187359","KN","2020-08-18","370.6","1.89","2.04","oxy 7","83","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187359","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D11","933000320186965","320186965","KN","2020-08-18","402.2","1.87","2.15","oxy 7","84","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186965","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E11","933000320186998","320186998","KN","2020-08-18","90.53","1.89","1.36","oxy 7","85","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186998","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F11","933000320187226","320187226","KN","2020-08-18","369.4","1.88","2.21","oxy 7","86","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187226","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G11","933000320186990","320186990","KN","2020-08-18","310.6","1.88","2.19","oxy 7","87","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186990","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H11","933000320186977","320186977","KN","2020-08-18","433.4","1.87","2.19","oxy 7","88","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","D8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186977","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","A12","933000320187243","320187243","KN","2020-08-18","293.4","1.88","1.99","oxy 7","89","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E1",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187243","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","B12","933000320187100","320187100","KN","2020-08-18","403.4","1.89","2.12","oxy 7","90","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E2",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187100","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","C12","933000320187086","320187086","KN","2020-08-18","511.8","1.85","2.14","oxy 7","91","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E3",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187086","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","D12","933000320187152","320187152","KN","2020-08-18","387.5","1.88","2.1","oxy 7","92","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E4",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187152","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","E12","933000320187084","320187084","KN","2020-08-18","270.4","1.89","2.14","oxy 7","93","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E5",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187084","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","F12","933000320186890","320186890","KN","2020-08-18","312.2","1.88","2.08","oxy 7","94","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E6",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186890","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","G12","933000320187169","320187169","KN","2020-08-18","391.5","1.88","2.17","oxy 7","95","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E7",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187169","u01_olivier_george_oxycodone"
"Olivier07","C9H0ZBOG","H12","933000320187170","320187170","KN","2020-08-18","412.4","1.89","2.21","oxy 7","96","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","E8",NA,"Riptide31","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320187170","u01_olivier_george_oxycodone"
NA,NA,NA,NA,"NULL",NA,NA,NA,"1.87041666666667","2.0684375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA
"Olivier08","C9H0ZBOJ","A1","933000320047914","320047914","KN","2020-08-28","345.9","1.9","0.71","Cocaine 10","1","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F1",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047914","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","B1","933000320047863","320047863","KN","2020-08-28","500.6","1.85","1.81","Cocaine 10","2","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F2",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047863","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","C1","933000320047942","320047942","KN","2020-08-28","284.9","1.9","1.61","Cocaine 10","3","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F3",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047942","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","D1","933000320047936","320047936","KN","2020-08-28","652.1","1.84","2.03","Cocaine 10","4","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F4",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047936","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","E1","933000320047900","320047900","KN","2020-08-28","559","1.91","2.01","Cocaine 10","5","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F5",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047900","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","F1","933000320047884","320047884","KN","2020-08-28","447.9","1.87","1.84","Cocaine 10","6","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F6",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047884","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","G1","933000320047909","320047909","KN","2020-08-28","515.5","1.85","1.77","Cocaine 10","7","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F7",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047909","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","H1","933000320047862","320047862","KN","2020-08-28","404.4","1.88","2.14","Cocaine 10","8","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","F8",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047862","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","A2","933000320047864","320047864","KN","2020-08-28","401.4","1.9","0.8","Cocaine 10","9","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G1",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047864","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","B2","933000320047660","320047660","KN","2020-08-28","411.4","1.88","1.49","Cocaine 10","10","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G2",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047660","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","C2","933000320047885","320047885","KN","2020-08-28","461.4","1.91","1.83","Cocaine 10","11","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G3",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047885","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","D2","933000320186803","320186803","KN","2020-08-28","532.1","1.89","1.64","Cocaine 10","12","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G4",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186803","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","E2","933000320047880","320047880","KN","2020-08-28","442.9","1.9","1.83","Cocaine 10","13","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G5",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047880","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","F2","933000320186800","320186800","KN","2020-08-28","398.3","1.89","0.75","Cocaine 10","14","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G6",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186800","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","G2","933000320186819","320186819","KN","2020-08-28","556.1","1.88","1.68","Cocaine 10","15","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G7",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320186819","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","H2","933000320047853","320047853","KN","2020-08-28","323.3","1.88","1.71","Cocaine 10","16","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","G8",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047853","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","A3","933000320047904","0320047904","KN","2020-08-28","445","1.89","1.57","Cocaine 10","17","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","H1",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047904","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","B3","933000320047673","0320047673","KN","2020-08-28","667.6","1.86","1.62","Cocaine 10","18","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","H2",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047673","u01_olivier_george_cocaine"
"Olivier08","C9H0ZBOJ","C3","933000320047935","0320047935","KN","2020-08-28","778.2","1.82","1.95","Cocaine 10","19","Olivier Box9 - processed","-80C  #3 Shelf 5 Rack2","H3",NA,"Riptide32","EX-Riptide-31/32",NA,NA,NA,NA,NA,NA,NA,NA,"933000320047935","u01_olivier_george_cocaine"
